,sample,row,column,WellID,donor,stimulus,LPS (ng/mL),ConA (ug/mL),PolyIC (ug/mL),PMA (ng/mL),ionomicyn (ng/mL),nELISA ID,nELISA SNR,UniProt,SampleID,SampleType,PlateID,DataAnalysisRefID,OlinkID,Assay,AssayType,Panel,Block,Count,ExtNPX,NPX,Normalization,PCNormalizedNPX,AssayQC,SampleQC,ExploreVersion,IntraCV,InterCV,SampleBlockQCWarn,SampleBlockQCFail,BlockQCFail,AssayQCWarn,NCLOD
1033,71,F,11,F11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,11.54346,Q15389,F11,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,6568.0,-1.4126743078231812,0.6008515357971191,Plate control,0.6008515357971191,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1034,73,G,1,G1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,15.52777,Q15389,G1,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,16329.0,-2.1689136028289795,-0.15538768470287323,Plate control,-0.15538768470287323,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1035,74,G,2,G2,D3,PolyIC,0.0,0.0,0.4,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,12.03435,Q15389,G2,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,14885.0,-2.249890089035034,-0.23636431992053986,Plate control,-0.23636431992053986,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1036,75,G,3,G3,D3,PolyIC,0.0,0.0,2.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.0586,Q15389,G3,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,9352.0,-2.396015167236328,-0.38248923420906067,Plate control,-0.38248923420906067,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1037,76,G,4,G4,D3,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,12.11259,Q15389,G4,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,5377.0,-2.316551923751831,-0.30302608013153076,Plate control,-0.30302608013153076,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1038,77,G,5,G5,D3,PolyIC,0.0,0.0,100.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.15742,Q15389,G5,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,3884.0,-2.4075193405151367,-0.3939935564994812,Plate control,-0.3939935564994812,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1039,78,G,6,G6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,16.18812,Q15389,G6,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,6417.0,-2.209860324859619,-0.1963346004486084,Plate control,-0.1963346004486084,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1040,79,G,7,G7,D3,PMAi,0.0,0.0,0.0,0.1,10.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,15.94593,Q15389,G7,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,11120.0,-2.232743501663208,-0.21921774744987488,Plate control,-0.21921774744987488,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1041,80,G,8,G8,D3,PMAi,0.0,0.0,0.0,0.5,50.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,16.30691,Q15389,G8,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,5871.0,-1.8563956022262573,0.15713025629520416,Plate control,0.15713025629520416,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1042,81,G,9,G9,D3,PMAi,0.0,0.0,0.0,1.0,100.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,16.4209,Q15389,G9,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,4271.0,-1.8537466526031494,0.15977922081947327,Plate control,0.15977922081947327,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1043,82,G,10,G10,D3,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.78665,Q15389,G10,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,3939.0,-1.7535710334777832,0.2599547505378723,Plate control,0.2599547505378723,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1044,83,G,11,G11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,8.456097,Q15389,G11,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,3689.0,-1.7541486024856567,0.25937721133232117,Plate control,0.25937721133232117,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1045,85,H,1,H1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,14.19994,Q15389,H1,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,11621.0,-2.2245633602142334,-0.2110375165939331,Plate control,-0.2110375165939331,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1046,86,H,2,H2,D4,PolyIC,0.0,0.0,0.4,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.19563,Q15389,H2,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,10364.0,-2.30529522895813,-0.29176950454711914,Plate control,-0.29176950454711914,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1047,87,H,3,H3,D4,PolyIC,0.0,0.0,2.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.79058,Q15389,H3,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,8263.0,-2.340869188308716,-0.3273433744907379,Plate control,-0.3273433744907379,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1048,88,H,4,H4,D4,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.42866,Q15389,H4,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,4655.0,-2.2138442993164062,-0.20031842589378357,Plate control,-0.20031842589378357,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1049,89,H,5,H5,D4,PolyIC,0.0,0.0,100.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,14.01445,Q15389,H5,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,3440.0,-2.5855915546417236,-0.5720655918121338,Plate control,-0.5720655918121338,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1050,90,H,6,H6,D1,PolyIC,0.0,0.0,10.0,0.0,0.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,12.76858,Q15389,H6,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,7149.0,-2.354097604751587,-0.34057170152664185,Plate control,-0.34057170152664185,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1051,91,H,7,H7,D4,PMAi,0.0,0.0,0.0,0.1,10.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,13.90136,Q15389,H7,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,9116.0,-2.216059446334839,-0.20253363251686096,Plate control,-0.20253363251686096,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1052,92,H,8,H8,D4,PMAi,0.0,0.0,0.0,0.5,50.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,14.98792,Q15389,H8,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,5540.0,-1.6816481351852417,0.3318776488304138,Plate control,0.3318776488304138,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1053,93,H,9,H9,D4,PMAi,0.0,0.0,0.0,1.0,100.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,14.23359,Q15389,H9,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,5727.0,-1.774192214012146,0.23933358490467072,Plate control,0.23933358490467072,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1054,94,H,10,H10,D4,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,14.43667,Q15389,H10,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,3306.0,-1.793574333190918,0.21995152533054352,Plate control,0.21995152533054352,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1055,95,H,11,H11,D1,PMAi,0.0,0.0,0.0,5.0,500.0,EXP - 310.1 - Angiopoietin-1 nEL xDR,12.7456,Q15389,H11,SAMPLE,Nomic_07022025,E50008,OID20740,ANGPT1,assay,Inflammation,D,3550.0,-1.9073781967163086,0.1061476394534111,Plate control,0.1061476394534111,PASS,PASS,7.2.1,4.7295708656311035,,1.0,1.0,1.0,1.0,0.2
1144,1,A,1,A1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.1778182,Q9BY76,A1,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,19.0,-11.601624488830566,-9.768635749816895,Plate control,-9.768635749816895,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1145,2,A,2,A2,D1,ConA,0.0,0.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-4.333317,Q9BY76,A2,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,21.0,-10.758817672729492,-8.925829887390137,Plate control,-8.925829887390137,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1146,3,A,3,A3,D1,ConA,0.0,2.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.2329474,Q9BY76,A3,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,12.0,-11.260772705078125,-9.427783966064453,Plate control,-9.427783966064453,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1147,4,A,4,A4,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-2.128073,Q9BY76,A4,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,8.0,-11.60611629486084,-9.773127555847168,Plate control,-9.773127555847168,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1148,5,A,5,A5,D1,ConA,0.0,25.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.1648785,Q9BY76,A5,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,6.0,-11.908392906188965,-10.075404167175293,Plate control,-10.075404167175293,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1149,6,A,6,A6,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,1.318079,Q9BY76,A6,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,15.0,-10.762659072875977,-8.929670333862305,Plate control,-8.929670333862305,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1150,7,A,7,A7,D1,LPS,0.1,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.3212017,Q9BY76,A7,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,14.0,-10.810399055480957,-8.977411270141602,Plate control,-8.977411270141602,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1151,8,A,8,A8,D1,LPS,5.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.286115,Q9BY76,A8,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,18.0,-10.379438400268555,-8.5464506149292,Plate control,-8.5464506149292,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1152,9,A,9,A9,D1,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.432591,Q9BY76,A9,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,12.0,-11.081594467163086,-9.248605728149414,Plate control,-9.248605728149414,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1153,10,A,10,A10,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.440547,Q9BY76,A10,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,22.0,-10.06210708618164,-8.229119300842285,Plate control,-8.229119300842285,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1154,11,A,11,A11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.74939,Q9BY76,A11,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,6.0,-11.77944564819336,-9.946457862854004,Plate control,-9.946457862854004,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1155,13,B,1,B1,D2,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.6802302,Q9BY76,B1,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,27.0,-11.057239532470703,-9.224251747131348,Plate control,-9.224251747131348,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1156,14,B,2,B2,D2,ConA,0.0,0.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.3595298,Q9BY76,B2,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,7.0,-11.713447570800781,-9.880459785461426,Plate control,-9.880459785461426,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1157,15,B,3,B3,D2,ConA,0.0,2.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.443668,Q9BY76,B3,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,3.0,-11.828136444091797,-9.995147705078125,Plate control,-9.995147705078125,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1158,16,B,4,B4,D2,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.39681,Q9BY76,B4,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,5.0,-10.884170532226562,-9.05118179321289,Plate control,-9.05118179321289,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1159,17,B,5,B5,D2,ConA,0.0,25.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.7788423,Q9BY76,B5,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,601.0,-4.946821212768555,-3.113832712173462,Plate control,-3.113832712173462,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1160,18,B,6,B6,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.4305262,Q9BY76,B6,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,3.0,-11.409921646118164,-9.576932907104492,Plate control,-9.576932907104492,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1161,19,B,7,B7,D2,LPS,0.1,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.3141914,Q9BY76,B7,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,6.0,-11.057991981506348,-9.225003242492676,Plate control,-9.225003242492676,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1162,20,B,8,B8,D2,LPS,5.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.032432,Q9BY76,B8,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,6.0,-10.919236183166504,-9.086247444152832,Plate control,-9.086247444152832,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1163,21,B,9,B9,D2,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.4711951,Q9BY76,B9,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,9.0,-10.501727104187012,-8.66873836517334,Plate control,-8.66873836517334,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1164,22,B,10,B10,D2,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-2.874745,Q9BY76,B10,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,1.0,-13.7650785446167,-11.932090759277344,Plate control,-11.932090759277344,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1165,23,B,11,B11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.513433,Q9BY76,B11,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,2.0,-12.730152130126953,-10.897163391113281,Plate control,-10.897163391113281,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1166,25,C,1,C1,D3,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-2.114605,Q9BY76,C1,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,25.0,-11.897981643676758,-10.064992904663086,Plate control,-10.064992904663086,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1167,26,C,2,C2,D3,ConA,0.0,0.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.5041488,Q9BY76,C2,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,11.0,-11.122121810913086,-9.28913402557373,Plate control,-9.28913402557373,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1168,27,C,3,C3,D3,ConA,0.0,2.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.40021,Q9BY76,C3,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,9.0,-10.332782745361328,-8.499794006347656,Plate control,-8.499794006347656,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1169,28,C,4,C4,D3,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.659526,Q9BY76,C4,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,6.0,-10.503494262695312,-8.670506477355957,Plate control,-8.670506477355957,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1170,29,C,5,C5,D3,ConA,0.0,25.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.604519,Q9BY76,C5,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,2.0,-11.995413780212402,-10.16242504119873,Plate control,-10.16242504119873,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1171,30,C,6,C6,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.8866099,Q9BY76,C6,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,8.0,-10.077483177185059,-8.244495391845703,Plate control,-8.244495391845703,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1172,31,C,7,C7,D3,LPS,0.1,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-2.026259,Q9BY76,C7,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,16.0,-10.247482299804688,-8.414494514465332,Plate control,-8.414494514465332,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1173,32,C,8,C8,D3,LPS,5.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.4872882,Q9BY76,C8,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,5.0,-11.642413139343262,-9.80942440032959,Plate control,-9.80942440032959,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1174,33,C,9,C9,D3,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,1.125917,Q9BY76,C9,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,12.0,-10.449148178100586,-8.61616039276123,Plate control,-8.61616039276123,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1175,34,C,10,C10,D3,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.666926,Q9BY76,C10,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,10.0,-10.680007934570312,-8.84701919555664,Plate control,-8.84701919555664,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1176,35,C,11,C11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.7992304,Q9BY76,C11,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,1.0,-14.053755760192871,-12.220767974853516,Plate control,-12.220767974853516,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1177,37,D,1,D1,D4,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-0.1427437,Q9BY76,D1,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,22.0,-11.072649955749512,-9.239662170410156,Plate control,-9.239662170410156,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1178,38,D,2,D2,D4,ConA,0.0,0.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,-1.685377,Q9BY76,D2,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,5.0,-12.287654876708984,-10.454666137695312,Plate control,-10.454666137695312,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1179,39,D,3,D3,D4,ConA,0.0,2.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,2.29943,Q9BY76,D3,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,7.0,-10.603228569030762,-8.770240783691406,Plate control,-8.770240783691406,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1180,40,D,4,D4,D4,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,2.179128,Q9BY76,D4,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,4.0,-11.324602127075195,-9.49161434173584,Plate control,-9.49161434173584,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1181,41,D,5,D5,D4,ConA,0.0,25.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,1.166111,Q9BY76,D5,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,3.0,-11.403367042541504,-9.570379257202148,Plate control,-9.570379257202148,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1182,42,D,6,D6,D1,ConA,0.0,12.5,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,2.462626,Q9BY76,D6,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,5.0,-11.103157043457031,-9.27016830444336,Plate control,-9.27016830444336,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1183,43,D,7,D7,D4,LPS,0.1,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,1.165701,Q9BY76,D7,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,9.0,-10.911890983581543,-9.078903198242188,Plate control,-9.078903198242188,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1184,44,D,8,D8,D4,LPS,5.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.4062952,Q9BY76,D8,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,5.0,-11.483816146850586,-9.650827407836914,Plate control,-9.650827407836914,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1185,45,D,9,D9,D4,LPS,100.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.4682547,Q9BY76,D9,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,15.0,-10.163229942321777,-8.330242156982422,Plate control,-8.330242156982422,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1186,46,D,10,D10,D4,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.1488849,Q9BY76,D10,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,9.0,-10.540666580200195,-8.707677841186523,Plate control,-8.707677841186523,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1187,47,D,11,D11,D1,LPS,2000.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.7894198,Q9BY76,D11,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,12.0,-9.957344055175781,-8.12435531616211,Plate control,-8.12435531616211,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
1188,49,E,1,E1,D1,unstimulated,0.0,0.0,0.0,0.0,0.0,EXP - 331.1 - ANGPTL4 nEL xDR,0.12405,Q9BY76,E1,SAMPLE,Nomic_07022025,E50008,OID20703,ANGPTL4,assay,Inflammation,D,49.0,-10.409066200256348,-8.576077461242676,Plate control,-8.576077461242676,PASS,PASS,7.2.1,,,1.0,1.0,1.0,1.0,0.2
